LL_xmag,LL_ymag,LL_zmag,activity,individual,set
0.69693,0.60918,-0.061672,a09,p1,s05
0.65659,0.64706,-0.089276,a09,p1,s05
0.62633,0.6735,-0.12214,a09,p1,s05
0.6055,0.69099,-0.13812,a09,p1,s05
0.59716,0.69483,-0.15141,a09,p1,s05
0.59321,0.69215,-0.15482,a09,p1,s05
0.58932,0.6985,-0.14132,a09,p1,s05
0.57643,0.71176,-0.1444,a09,p1,s05
0.5574,0.73145,-0.11312,a09,p1,s05
0.55365,0.73932,-0.082957,a09,p1,s05
0.56116,0.73059,-0.096687,a09,p1,s05
0.55677,0.71148,-0.19789,a09,p1,s05
0.56709,0.69178,-0.23752,a09,p1,s05
0.59994,0.67536,-0.19718,a09,p1,s05
0.64613,0.64792,-0.14725,a09,p1,s05
0.67584,0.61979,-0.12606,a09,p1,s05
0.70051,0.59411,-0.099157,a09,p1,s05
0.72998,0.56561,-0.081301,a09,p1,s05
0.76179,0.52481,-0.065462,a09,p1,s05
0.78895,0.48419,-0.046047,a09,p1,s05
0.81018,0.4408,-0.038063,a09,p1,s05
0.83193,0.40311,-0.025415,a09,p1,s05
0.84705,0.37399,-0.010175,a09,p1,s05
0.85888,0.34939,-0.007698,a09,p1,s05
0.86797,0.32726,0.00017,a09,p1,s05
0.87108,0.3071,0.011283,a09,p1,s05
0.87555,0.29435,0.019353,a09,p1,s05
0.88114,0.28262,0.028722,a09,p1,s05
0.88138,0.28639,0.018264,a09,p1,s05
0.87228,0.31295,-0.003418,a09,p1,s05
0.84933,0.36612,-0.026522,a09,p1,s05
0.81941,0.4296,-0.026279,a09,p1,s05
0.7955,0.4775,-0.013248,a09,p1,s05
0.76969,0.51726,-0.001156,a09,p1,s05
0.73769,0.5627,-0.0081,a09,p1,s05
0.6941,0.61164,-0.02137,a09,p1,s05
0.66129,0.64527,-0.04892,a09,p1,s05
0.63902,0.66717,-0.077217,a09,p1,s05
0.61665,0.68492,-0.096714,a09,p1,s05
0.59962,0.69817,-0.11982,a09,p1,s05
0.58323,0.70189,-0.14298,a09,p1,s05
0.56685,0.71355,-0.15731,a09,p1,s05
0.55038,0.72934,-0.16144,a09,p1,s05
0.53585,0.7418,-0.14594,a09,p1,s05
0.52065,0.75697,-0.1178,a09,p1,s05
0.51211,0.76532,-0.089718,a09,p1,s05
0.51822,0.76313,-0.07845,a09,p1,s05
0.53071,0.75496,-0.076504,a09,p1,s05
0.5287,0.75495,-0.093896,a09,p1,s05
0.52155,0.73601,-0.20481,a09,p1,s05
0.54822,0.71219,-0.21819,a09,p1,s05
0.58978,0.68819,-0.18926,a09,p1,s05
0.62132,0.66927,-0.157,a09,p1,s05
0.65313,0.64045,-0.14254,a09,p1,s05
0.67834,0.6094,-0.1453,a09,p1,s05
0.70878,0.58392,-0.12054,a09,p1,s05
0.7355,0.5578,-0.08484,a09,p1,s05
0.75296,0.53484,-0.057444,a09,p1,s05
0.77513,0.50375,-0.041179,a09,p1,s05
0.79323,0.47373,-0.038538,a09,p1,s05
0.81602,0.43666,-0.022019,a09,p1,s05
0.83378,0.40558,-0.013465,a09,p1,s05
0.84654,0.37426,-0.013662,a09,p1,s05
0.86262,0.33384,-0.001398,a09,p1,s05
0.87471,0.29892,0.002942,a09,p1,s05
0.88392,0.26978,0.012994,a09,p1,s05
0.8902,0.24946,0.016121,a09,p1,s06
0.89344,0.23885,0.008967,a09,p1,s06
0.89053,0.24838,-0.008367,a09,p1,s06
0.87767,0.2909,-0.025703,a09,p1,s06
0.85581,0.35159,-0.03235,a09,p1,s06
0.82932,0.41046,-0.024473,a09,p1,s06
0.80268,0.46094,-0.018504,a09,p1,s06
0.77552,0.50699,-0.015296,a09,p1,s06
0.74092,0.55679,-0.01444,a09,p1,s06
0.70172,0.60178,-0.021085,a09,p1,s06
0.66681,0.63877,-0.041316,a09,p1,s06
0.63772,0.67085,-0.062177,a09,p1,s06
0.61055,0.69419,-0.084747,a09,p1,s06
0.59085,0.70668,-0.11126,a09,p1,s06
0.57703,0.70951,-0.13278,a09,p1,s06
0.56537,0.71398,-0.14914,a09,p1,s06
0.55341,0.72802,-0.15169,a09,p1,s06
0.54313,0.73797,-0.13499,a09,p1,s06
0.53493,0.74667,-0.1182,a09,p1,s06
0.53722,0.74703,-0.096955,a09,p1,s06
0.54589,0.74012,-0.081415,a09,p1,s06
0.54677,0.73761,-0.11651,a09,p1,s06
0.55244,0.71808,-0.18505,a09,p1,s06
0.58265,0.69789,-0.17001,a09,p1,s06
0.62027,0.66911,-0.15357,a09,p1,s06
0.65608,0.64048,-0.12653,a09,p1,s06
0.68529,0.61733,-0.093372,a09,p1,s06
0.70751,0.59373,-0.075058,a09,p1,s06
0.72874,0.57185,-0.050645,a09,p1,s06
0.75167,0.53983,-0.029334,a09,p1,s06
0.77407,0.50707,-0.012134,a09,p1,s06
0.79681,0.47169,-0.001294,a09,p1,s06
0.81866,0.43396,6.1e-05,a09,p1,s06
0.83855,0.39358,-0.002961,a09,p1,s06
0.85071,0.36065,-0.00995,a09,p1,s06
0.86353,0.33069,-0.003623,a09,p1,s06
0.87391,0.30738,0.011237,a09,p1,s06
0.88153,0.28372,0.01806,a09,p1,s06
0.88566,0.26953,0.015619,a09,p1,s06
0.8813,0.27173,0.005432,a09,p1,s06
0.8766,0.28646,-0.012564,a09,p1,s06
0.86856,0.31846,-0.029305,a09,p1,s06
0.84396,0.37784,-0.034729,a09,p1,s06
0.81466,0.4351,-0.035896,a09,p1,s06
0.78489,0.48955,-0.037028,a09,p1,s06
0.75688,0.53003,-0.039393,a09,p1,s06
0.73031,0.56807,-0.036536,a09,p1,s06
0.69773,0.60479,-0.053097,a09,p1,s06
0.66835,0.63678,-0.061642,a09,p1,s06
0.64063,0.66652,-0.058286,a09,p1,s06
0.61116,0.69373,-0.058277,a09,p1,s06
0.58716,0.71377,-0.062205,a09,p1,s06
0.56261,0.73157,-0.074325,a09,p1,s06
0.53896,0.74737,-0.088692,a09,p1,s06
0.51553,0.76084,-0.11482,a09,p1,s06
0.49681,0.76882,-0.13377,a09,p1,s06
0.48767,0.77577,-0.13777,a09,p1,s06
0.4841,0.77861,-0.13126,a09,p1,s06
0.49092,0.77734,-0.10638,a09,p1,s06
0.5067,0.77199,-0.070366,a09,p1,s06
0.5324,0.75818,-0.030556,a09,p1,s06
0.53764,0.7553,-0.013526,a09,p1,s06
0.53343,0.74678,-0.11761,a09,p1,s06
0.55259,0.72633,-0.14899,a09,p1,s06
0.57695,0.70985,-0.14294,a09,p1,s06
0.60614,0.6912,-0.098308,a09,p1,s06
0.63705,0.6681,-0.068438,a09,p1,s06
0.66384,0.64258,-0.060602,a09,p1,s06
0.68711,0.61995,-0.0347,a09,p1,s06
0.71511,0.58865,-0.001949,a09,p1,s06
0.74103,0.55539,0.003175,a09,p1,s06
0.76243,0.52733,0.003701,a09,p1,s06
0.78306,0.49746,0.007444,a09,p1,s06
0.80289,0.46345,0.019196,a09,p1,s06
0.81869,0.42765,0.02649,a09,p1,s06
0.83516,0.39358,0.041733,a09,p1,s06
0.85036,0.36307,0.054305,a09,p1,s06
0.8649,0.32934,0.056902,a09,p1,s06
0.87462,0.30421,0.058682,a09,p1,s06
0.87397,0.2901,0.056092,a09,p1,s06
0.87607,0.28942,0.04744,a09,p1,s06
0.8741,0.30658,0.031924,a09,p1,s06
0.85675,0.3486,0.009323,a09,p1,s06
0.8296,0.40591,0.003857,a09,p1,s06
0.7998,0.46874,0.005655,a09,p1,s06
0.77204,0.51196,0.010949,a09,p1,s06
0.74077,0.55653,0.003403,a09,p1,s06
0.69558,0.61037,-0.020659,a09,p1,s06
0.65811,0.64978,-0.043966,a09,p1,s06
0.62222,0.68318,-0.078539,a09,p1,s06
0.59602,0.70314,-0.091776,a09,p1,s06
0.57837,0.71886,-0.088755,a09,p1,s06
0.55945,0.73279,-0.087795,a09,p1,s06
0.54498,0.74455,-0.078956,a09,p1,s06
0.53275,0.75676,-0.0603,a09,p1,s06
0.51929,0.76762,-0.017526,a09,p1,s06
0.51002,0.77526,0.003871,a09,p1,s06
0.52389,0.7666,0.005227,a09,p1,s06
0.54123,0.7498,-0.070951,a09,p1,s06
0.55463,0.71867,-0.176,a09,p1,s06
0.58157,0.69926,-0.16673,a09,p1,s06
0.62019,0.67454,-0.1321,a09,p1,s06
0.66295,0.63763,-0.095712,a09,p1,s06
0.6916,0.60894,-0.069534,a09,p1,s06
0.72895,0.57553,-0.016303,a09,p1,s06
0.75366,0.54249,-0.008268,a09,p1,s06
0.7696,0.51249,-0.026746,a09,p1,s06
0.7913,0.47951,-0.013928,a09,p1,s06
0.81209,0.44065,-0.000519,a09,p1,s06
0.83409,0.40007,0.024254,a09,p1,s06
0.85144,0.36291,0.02777,a09,p1,s06
0.86408,0.33049,0.02207,a09,p1,s06
0.87647,0.29573,0.023335,a09,p1,s06
0.88393,0.27007,0.025825,a09,p1,s06
0.88806,0.25751,0.041711,a09,p1,s06
0.88721,0.25816,0.038977,a09,p1,s06
0.88208,0.27621,0.018982,a09,p1,s06
0.86602,0.32253,0.000965,a09,p1,s06
0.839,0.38768,0.002294,a09,p1,s06
0.80372,0.46294,0.019872,a09,p1,s06
0.76809,0.52009,0.025699,a09,p1,s06
0.73222,0.56855,0.017555,a09,p1,s06
0.68718,0.62292,-0.007924,a09,p1,s06
0.64386,0.6649,-0.025938,a09,p1,s06
0.6037,0.70287,-0.047376,a09,p1,s06
0.57656,0.72333,-0.060908,a09,p1,s07
0.56154,0.73467,-0.0653,a09,p1,s07
0.55279,0.73979,-0.078628,a09,p1,s07
0.54117,0.74908,-0.07723,a09,p1,s07
0.53722,0.74941,-0.074791,a09,p1,s07
0.52566,0.76067,-0.064954,a09,p1,s07
0.51656,0.76839,-0.053822,a09,p1,s07
0.53085,0.75897,-0.052183,a09,p1,s07
0.533,0.74869,-0.11791,a09,p1,s07
0.55254,0.7187,-0.18185,a09,p1,s07
0.58025,0.70415,-0.15903,a09,p1,s07
0.61769,0.67545,-0.1381,a09,p1,s07
0.65869,0.63859,-0.12641,a09,p1,s07
0.68578,0.61186,-0.10905,a09,p1,s07
0.71838,0.58241,-0.062066,a09,p1,s07
0.74405,0.55171,-0.043775,a09,p1,s07
0.75933,0.5278,-0.043385,a09,p1,s07
0.77965,0.49653,-0.024222,a09,p1,s07
0.80065,0.46325,-0.006799,a09,p1,s07
0.82877,0.41603,0.010324,a09,p1,s07
0.85081,0.36708,0.014198,a09,p1,s07
0.86681,0.32642,0.009006,a09,p1,s07
0.8779,0.29366,0.012378,a09,p1,s07
0.88649,0.26006,0.021977,a09,p1,s07
0.8955,0.22752,0.028617,a09,p1,s07
0.90192,0.19665,0.028216,a09,p1,s07
0.90748,0.17567,0.015672,a09,p1,s07
0.90732,0.17797,-0.002345,a09,p1,s07
0.90013,0.21506,-0.017098,a09,p1,s07
0.87917,0.28256,-0.03154,a09,p1,s07
0.8524,0.35684,-0.024976,a09,p1,s07
0.82651,0.41962,-0.011632,a09,p1,s07
0.79441,0.48059,-0.002684,a09,p1,s07
0.75185,0.54435,-0.004379,a09,p1,s07
0.69953,0.60653,-0.013023,a09,p1,s07
0.65585,0.65197,-0.033678,a09,p1,s07
0.61572,0.69208,-0.052458,a09,p1,s07
0.58033,0.7227,-0.073231,a09,p1,s07
0.55012,0.74171,-0.09954,a09,p1,s07
0.529,0.74608,-0.13108,a09,p1,s07
0.51981,0.74783,-0.15476,a09,p1,s07
0.5142,0.75803,-0.14844,a09,p1,s07
0.51069,0.76615,-0.11673,a09,p1,s07
0.51268,0.76926,-0.088231,a09,p1,s07
0.5256,0.76028,-0.064051,a09,p1,s07
0.52972,0.74922,-0.10955,a09,p1,s07
0.53912,0.73374,-0.16841,a09,p1,s07
0.56298,0.71984,-0.15266,a09,p1,s07
0.60296,0.69421,-0.11348,a09,p1,s07
0.64619,0.65563,-0.10708,a09,p1,s07
0.67657,0.62354,-0.10069,a09,p1,s07
0.70287,0.5985,-0.088766,a09,p1,s07
0.73004,0.56623,-0.078615,a09,p1,s07
0.75575,0.53572,-0.052496,a09,p1,s07
0.77609,0.50115,-0.033658,a09,p1,s07
0.79702,0.46861,-0.013427,a09,p1,s07
0.81653,0.43987,0.007463,a09,p1,s07
0.83139,0.40943,0.011551,a09,p1,s07
0.84783,0.37646,0.015734,a09,p1,s07
0.86114,0.33741,0.012869,a09,p1,s07
0.87508,0.30312,0.019694,a09,p1,s07
0.88565,0.27244,0.034051,a09,p1,s07
0.89148,0.24929,0.039397,a09,p1,s07
0.89412,0.23651,0.048951,a09,p1,s07
0.89417,0.22532,0.047613,a09,p1,s07
0.89529,0.22261,0.037556,a09,p1,s07
0.89515,0.23927,0.022234,a09,p1,s07
0.88523,0.26938,0.00059,a09,p1,s07
0.87164,0.31426,-0.008468,a09,p1,s07
0.8503,0.36821,-0.016132,a09,p1,s07
0.83216,0.40941,-0.017435,a09,p1,s07
0.81196,0.44825,-0.011827,a09,p1,s07
0.77678,0.50484,-0.032291,a09,p1,s07
0.73934,0.55722,-0.054546,a09,p1,s07
0.69976,0.60712,-0.071174,a09,p1,s07
0.66497,0.64244,-0.073786,a09,p1,s07
0.63741,0.66959,-0.079493,a09,p1,s07
0.61655,0.68624,-0.086985,a09,p1,s07
0.60671,0.69536,-0.09323,a09,p1,s07
0.59644,0.7024,-0.094959,a09,p1,s07
0.59012,0.70808,-0.095899,a09,p1,s07
0.58593,0.7142,-0.08664,a09,p1,s07
0.57673,0.72015,-0.093579,a09,p1,s07
0.57093,0.723,-0.10742,a09,p1,s07
0.57415,0.70991,-0.15509,a09,p1,s07
0.58548,0.69966,-0.16431,a09,p1,s07
0.61333,0.67966,-0.14422,a09,p1,s07
0.65207,0.64647,-0.11662,a09,p1,s07
0.68935,0.61006,-0.10274,a09,p1,s07
0.72243,0.57932,-0.069073,a09,p1,s07
0.74831,0.54758,-0.047933,a09,p1,s07
0.76746,0.51662,-0.036257,a09,p1,s07
0.78788,0.48468,-0.012202,a09,p1,s07
0.80931,0.44988,0.003721,a09,p1,s07
0.83402,0.40795,0.024752,a09,p1,s07
0.84991,0.3719,0.031412,a09,p1,s07
0.86198,0.33792,0.030086,a09,p1,s07
0.87317,0.30641,0.036905,a09,p1,s07
0.87792,0.29009,0.04633,a09,p1,s07
0.88253,0.27675,0.065197,a09,p1,s07
0.8813,0.27904,0.062807,a09,p1,s07
0.87586,0.29797,0.0442,a09,p1,s07
0.86134,0.3436,0.01854,a09,p1,s07
0.83097,0.40933,0.007432,a09,p1,s07
0.79625,0.47928,0.004842,a09,p1,s07
0.76264,0.53117,0.001841,a09,p1,s07
0.7273,0.57534,-0.010574,a09,p1,s07
0.68605,0.62462,-0.030709,a09,p1,s07
0.64488,0.66585,-0.047617,a09,p1,s07
0.60722,0.69742,-0.07849,a09,p1,s07
0.58401,0.71427,-0.097355,a09,p1,s07
0.56813,0.72714,-0.10257,a09,p1,s07
0.55848,0.73701,-0.091623,a09,p1,s07
0.54909,0.74799,-0.058609,a09,p1,s07
0.53751,0.7552,-0.049855,a09,p1,s07
0.52706,0.76069,-0.065168,a09,p1,s07
0.52224,0.75692,-0.12622,a09,p1,s07
0.52658,0.7416,-0.18024,a09,p1,s07
0.55405,0.72254,-0.16711,a09,p1,s07
0.6086,0.68625,-0.12985,a09,p1,s07
0.65291,0.65028,-0.09869,a09,p1,s07
0.67995,0.62989,-0.061159,a09,p1,s07
0.70589,0.60128,-0.049443,a09,p1,s07
0.73577,0.56612,-0.041595,a09,p1,s07
0.75918,0.52606,-0.049391,a09,p1,s07
0.7845,0.49006,-0.03692,a09,p1,s08
0.8089,0.45802,-0.011327,a09,p1,s08
0.82953,0.41668,-0.005966,a09,p1,s08
0.84908,0.37638,-0.004764,a09,p1,s08
0.8613,0.33559,-0.014178,a09,p1,s08
0.87406,0.30056,-0.011356,a09,p1,s08
0.88665,0.27463,-0.000359,a09,p1,s08
0.89095,0.25501,0.005904,a09,p1,s08
0.89548,0.24434,0.009702,a09,p1,s08
0.89,0.25234,-0.011535,a09,p1,s08
0.87987,0.28678,-0.03352,a09,p1,s08
0.86472,0.33053,-0.046585,a09,p1,s08
0.83736,0.39235,-0.04341,a09,p1,s08
0.81006,0.44875,-0.029353,a09,p1,s08
0.77393,0.50973,-0.026177,a09,p1,s08
0.73845,0.56242,-0.037209,a09,p1,s08
0.70195,0.60303,-0.050238,a09,p1,s08
0.66435,0.64228,-0.069823,a09,p1,s08
0.63163,0.67176,-0.087798,a09,p1,s08
0.60039,0.69988,-0.10878,a09,p1,s08
0.58059,0.71342,-0.12376,a09,p1,s08
0.56966,0.71995,-0.12576,a09,p1,s08
0.55972,0.72938,-0.12251,a09,p1,s08
0.55107,0.73996,-0.10282,a09,p1,s08
0.54107,0.74929,-0.07146,a09,p1,s08
0.53681,0.75487,-0.057829,a09,p1,s08
0.54534,0.74944,-0.047474,a09,p1,s08
0.54228,0.7447,-0.11284,a09,p1,s08
0.5452,0.7201,-0.20295,a09,p1,s08
0.57239,0.70098,-0.19932,a09,p1,s08
0.61097,0.68036,-0.15179,a09,p1,s08
0.6475,0.65566,-0.10682,a09,p1,s08
0.67754,0.62691,-0.088421,a09,p1,s08
0.70232,0.60062,-0.081787,a09,p1,s08
0.73041,0.56741,-0.066196,a09,p1,s08
0.75448,0.53946,-0.044662,a09,p1,s08
0.76714,0.52044,-0.022357,a09,p1,s08
0.78609,0.4924,0.005183,a09,p1,s08
0.80593,0.45838,0.016938,a09,p1,s08
0.82572,0.42169,0.031821,a09,p1,s08
0.84396,0.38515,0.038948,a09,p1,s08
0.85431,0.35826,0.040138,a09,p1,s08
0.86444,0.33006,0.045194,a09,p1,s08
0.8699,0.3122,0.057109,a09,p1,s08
0.8754,0.29836,0.075756,a09,p1,s08
0.87779,0.28558,0.085301,a09,p1,s08
0.87968,0.28012,0.085587,a09,p1,s08
0.87884,0.29091,0.072145,a09,p1,s08
0.86734,0.3261,0.050875,a09,p1,s08
0.84518,0.37879,0.02421,a09,p1,s08
0.81659,0.43835,0.02251,a09,p1,s08
0.79593,0.47697,0.03966,a09,p1,s08
0.77214,0.51406,0.052504,a09,p1,s08
0.73859,0.56205,0.042515,a09,p1,s08
0.69934,0.60901,0.028131,a09,p1,s08
0.66934,0.64274,0.007469,a09,p1,s08
0.6428,0.67252,-0.024952,a09,p1,s08
0.61682,0.69336,-0.05296,a09,p1,s08
0.59536,0.71179,-0.075907,a09,p1,s08
0.57471,0.72048,-0.089283,a09,p1,s08
0.55479,0.73484,-0.094908,a09,p1,s08
0.53465,0.75259,-0.094054,a09,p1,s08
0.52535,0.76395,-0.061557,a09,p1,s08
0.51629,0.77256,-0.033368,a09,p1,s08
0.5132,0.77257,-0.022424,a09,p1,s08
0.52385,0.76484,-0.02428,a09,p1,s08
0.54809,0.74862,-0.036075,a09,p1,s08
0.55295,0.73271,-0.14439,a09,p1,s08
0.56979,0.70274,-0.19931,a09,p1,s08
0.61232,0.67736,-0.15696,a09,p1,s08
0.65951,0.64213,-0.11968,a09,p1,s08
0.68697,0.61589,-0.1009,a09,p1,s08
0.71142,0.59091,-0.082486,a09,p1,s08
0.7344,0.56324,-0.065356,a09,p1,s08
0.76133,0.52561,-0.055884,a09,p1,s08
0.78011,0.50275,-0.038842,a09,p1,s08
0.79293,0.48092,-0.01661,a09,p1,s08
0.81206,0.44842,-0.003621,a09,p1,s08
0.8322,0.40951,0.003103,a09,p1,s08
0.85238,0.36337,0.003146,a09,p1,s08
0.86811,0.32099,0.004652,a09,p1,s08
0.88115,0.289,0.010124,a09,p1,s08
0.88741,0.2661,0.01612,a09,p1,s08
0.89264,0.24931,0.021334,a09,p1,s08
0.89606,0.23078,0.018949,a09,p1,s08
0.89948,0.22132,0.001246,a09,p1,s08
0.89643,0.23141,-0.021627,a09,p1,s08
0.88472,0.27415,-0.04818,a09,p1,s08
0.86339,0.33107,-0.058724,a09,p1,s08
0.83522,0.39662,-0.05885,a09,p1,s08
0.81141,0.44748,-0.047277,a09,p1,s08
0.78488,0.49196,-0.037216,a09,p1,s08
0.74389,0.55249,-0.046252,a09,p1,s08
0.69747,0.6089,-0.056152,a09,p1,s08
0.65251,0.65273,-0.084012,a09,p1,s08
0.61225,0.68957,-0.10698,a09,p1,s08
0.57871,0.71513,-0.12799,a09,p1,s08
0.55412,0.73253,-0.13703,a09,p1,s08
0.54224,0.7443,-0.13192,a09,p1,s08
0.53556,0.74409,-0.12982,a09,p1,s08
0.53301,0.74736,-0.127,a09,p1,s08
0.52573,0.7587,-0.10586,a09,p1,s08
0.52527,0.75975,-0.094088,a09,p1,s08
0.53656,0.74604,-0.13341,a09,p1,s08
0.54393,0.72093,-0.20089,a09,p1,s08
0.56351,0.7033,-0.21312,a09,p1,s08
0.59695,0.68394,-0.18696,a09,p1,s08
0.64411,0.64662,-0.15953,a09,p1,s08
0.67696,0.61329,-0.15496,a09,p1,s08
0.7099,0.58891,-0.10599,a09,p1,s08
0.73937,0.5561,-0.074575,a09,p1,s08
0.76351,0.52042,-0.073313,a09,p1,s08
0.78925,0.48256,-0.051677,a09,p1,s08
0.816,0.4359,-0.042947,a09,p1,s08
0.8425,0.38412,-0.03118,a09,p1,s08
0.85732,0.35408,-0.02941,a09,p1,s08
0.8633,0.33165,-0.036268,a09,p1,s08
0.8735,0.3095,-0.02387,a09,p1,s08
0.88092,0.28551,-0.00716,a09,p1,s08
0.88334,0.27317,0.010085,a09,p1,s08
0.88826,0.2618,0.004793,a09,p1,s08
0.88887,0.2589,-0.014267,a09,p1,s08
0.88036,0.28538,-0.040428,a09,p1,s08
0.86299,0.33031,-0.060777,a09,p1,s08
0.82967,0.40817,-0.062182,a09,p1,s08
0.7952,0.47567,-0.041867,a09,p1,s09
0.76368,0.52623,-0.033739,a09,p1,s09
0.72278,0.5821,-0.049493,a09,p1,s09
0.6726,0.63502,-0.073056,a09,p1,s09
0.62646,0.67573,-0.094477,a09,p1,s09
0.59591,0.70057,-0.11718,a09,p1,s09
0.57563,0.71715,-0.12928,a09,p1,s09
0.56917,0.72156,-0.13226,a09,p1,s09
0.56952,0.72551,-0.11576,a09,p1,s09
0.5721,0.72432,-0.090617,a09,p1,s09
0.55915,0.73553,-0.075042,a09,p1,s09
0.54657,0.74675,-0.075891,a09,p1,s09
0.54801,0.7443,-0.086844,a09,p1,s09
0.55305,0.72908,-0.15266,a09,p1,s09
0.56344,0.7014,-0.21437,a09,p1,s09
0.58955,0.69068,-0.17922,a09,p1,s09
0.63132,0.66071,-0.15376,a09,p1,s09
0.67263,0.62332,-0.13974,a09,p1,s09
0.69729,0.59651,-0.11692,a09,p1,s09
0.73484,0.56233,-0.079192,a09,p1,s09
0.76063,0.52888,-0.067006,a09,p1,s09
0.77555,0.50266,-0.066715,a09,p1,s09
0.7944,0.47267,-0.049927,a09,p1,s09
0.81447,0.43802,-0.038667,a09,p1,s09
0.83766,0.3979,-0.024259,a09,p1,s09
0.85491,0.36026,-0.026001,a09,p1,s09
0.86599,0.32919,-0.027923,a09,p1,s09
0.87716,0.29892,-0.017789,a09,p1,s09
0.8835,0.27787,-0.004888,a09,p1,s09
0.88821,0.25886,0.007155,a09,p1,s09
0.89231,0.2444,0.004204,a09,p1,s09
0.89367,0.2448,-0.012838,a09,p1,s09
0.88265,0.27804,-0.027643,a09,p1,s09
0.86371,0.33195,-0.041397,a09,p1,s09
0.83633,0.3956,-0.041592,a09,p1,s09
0.80913,0.45114,-0.029824,a09,p1,s09
0.7821,0.49856,-0.022527,a09,p1,s09
0.74394,0.55436,-0.025227,a09,p1,s09
0.69764,0.61107,-0.040778,a09,p1,s09
0.65129,0.65766,-0.064109,a09,p1,s09
0.61786,0.68881,-0.084451,a09,p1,s09
0.58725,0.7131,-0.10253,a09,p1,s09
0.56645,0.72679,-0.12062,a09,p1,s09
0.5545,0.73288,-0.13163,a09,p1,s09
0.55127,0.73034,-0.13759,a09,p1,s09
0.54338,0.73859,-0.12746,a09,p1,s09
0.52869,0.75599,-0.10794,a09,p1,s09
0.51532,0.7623,-0.1172,a09,p1,s09
0.51428,0.76477,-0.12408,a09,p1,s09
0.49937,0.76025,-0.16773,a09,p1,s09
0.51428,0.74366,-0.19303,a09,p1,s09
0.53861,0.7312,-0.18127,a09,p1,s09
0.58402,0.70491,-0.14934,a09,p1,s09
0.6272,0.66734,-0.14348,a09,p1,s09
0.6681,0.63268,-0.12207,a09,p1,s09
0.69309,0.60665,-0.11621,a09,p1,s09
0.71023,0.58266,-0.12064,a09,p1,s09
0.73667,0.55346,-0.098492,a09,p1,s09
0.75923,0.52623,-0.072652,a09,p1,s09
0.78412,0.4977,-0.039525,a09,p1,s09
0.80341,0.46649,-0.029636,a09,p1,s09
0.81673,0.43634,-0.032532,a09,p1,s09
0.8338,0.40638,-0.022734,a09,p1,s09
0.84495,0.38106,-0.011919,a09,p1,s09
0.85503,0.35747,0.006023,a09,p1,s09
0.86303,0.33585,0.013079,a09,p1,s09
0.87206,0.31436,0.020165,a09,p1,s09
0.8812,0.29113,0.023049,a09,p1,s09
0.88695,0.27154,0.027944,a09,p1,s09
0.88994,0.25217,0.033778,a09,p1,s09
0.89362,0.23926,0.02886,a09,p1,s09
0.89286,0.24664,0.012269,a09,p1,s09
0.88204,0.28337,-0.009911,a09,p1,s09
0.86248,0.33315,-0.033111,a09,p1,s09
0.84075,0.39212,-0.030865,a09,p1,s09
0.81969,0.43485,-0.018419,a09,p1,s09
0.79947,0.47308,-0.014983,a09,p1,s09
0.76429,0.52464,-0.025474,a09,p1,s09
0.72615,0.57799,-0.040969,a09,p1,s09
0.68351,0.62607,-0.055481,a09,p1,s09
0.64575,0.6641,-0.064653,a09,p1,s09
0.60947,0.69717,-0.07215,a09,p1,s09
0.58007,0.71956,-0.090027,a09,p1,s09
0.56078,0.73163,-0.11074,a09,p1,s09
0.54945,0.73396,-0.13001,a09,p1,s09
0.54104,0.73779,-0.14241,a09,p1,s09
0.53429,0.74452,-0.14723,a09,p1,s09
0.5229,0.75194,-0.15016,a09,p1,s09
0.5136,0.75811,-0.15287,a09,p1,s09
0.50456,0.75657,-0.1788,a09,p1,s09
0.51625,0.74318,-0.19437,a09,p1,s09
0.54191,0.73413,-0.16158,a09,p1,s09
0.59095,0.69808,-0.14734,a09,p1,s09
0.62756,0.66561,-0.1496,a09,p1,s09
0.66613,0.63448,-0.12589,a09,p1,s09
0.69121,0.61269,-0.10893,a09,p1,s09
0.70478,0.59253,-0.10301,a09,p1,s09
0.72972,0.56597,-0.078004,a09,p1,s09
0.75145,0.53772,-0.05307,a09,p1,s09
0.77502,0.51172,-0.02003,a09,p1,s09
0.79343,0.48458,-0.010754,a09,p1,s09
0.80836,0.45658,-0.010687,a09,p1,s09
0.82459,0.42305,-0.000594,a09,p1,s09
0.84274,0.38586,0.0068,a09,p1,s09
0.85777,0.35064,0.019712,a09,p1,s09
0.87031,0.32118,0.025766,a09,p1,s09
0.87984,0.29197,0.027613,a09,p1,s09
0.88715,0.26936,0.030301,a09,p1,s09
0.89254,0.24673,0.033186,a09,p1,s09
0.89638,0.22932,0.033361,a09,p1,s09
0.89765,0.22726,0.021882,a09,p1,s09
0.8921,0.25437,-0.000604,a09,p1,s09
0.87397,0.30404,-0.025427,a09,p1,s09
0.85043,0.36484,-0.030074,a09,p1,s09
0.82217,0.43119,-0.018662,a09,p1,s09
0.79824,0.47572,-0.011859,a09,p1,s09
0.76777,0.5215,-0.009646,a09,p1,s09
0.7267,0.57579,-0.019085,a09,p1,s09
0.68808,0.62122,-0.031884,a09,p1,s09
0.65118,0.65898,-0.054507,a09,p1,s09
0.62134,0.68729,-0.0648,a09,p1,s09
0.59819,0.70533,-0.07162,a09,p1,s09
0.57968,0.7195,-0.082848,a09,p1,s09
